Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Compatible,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
SC,KM EUGENIA,774650,ISUZU,NA,NA,No Data Available,Not Conclusive,316.0, ,Inboard,Diesel,28,15.0,3.8,1.7,NA,2010.0,NOAH MARINE SERVICES PTE LTD
SC,KM FOXTROT,1216K003472,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2017.0,KEE MARINE PTE LTD
SC,KM GOLF,1217F004245,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2017.0,KEE MARINE PTE LTD
SC,KM HOTEL,1217F004246,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2017.0,KEE MARINE PTE LTD
SC,KM INDIA,1217F004251,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2017.0,KEE MARINE PTE LTD
SC,KM JULIET,1217J006964,WEI CHAI,NA,Up to B30,Compatible with B30,NA,352.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2018.0,KEE MARINE PTE LTD
SC,KM KILO,1217J006963,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,23,14.5,3.8,1.9,NA,2018.0,KEE MARINE PTE LTD
SC,KM LIMA,1218D003672,WEI CHAI,NA,Up to B30,Compatible with B30,NA,94.0,Motor,Inboard,Diesel,23,14.5,3.8,1.9,NA,2018.0,KEE MARINE PTE LTD
SC,KM MIKE,1218D003673,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,23,14.5,3.8,1.9,NA,2018.0,KEE MARINE PTE LTD
SC,KM NOVEMBER,1218E004922,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2018.0,KEE MARINE PTE LTD
SC,KM OSCAR,12180004481,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2019.0,KEE MARINE PTE LTD
SC,KM PAPA,1218J008139,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2019.0,KEE MARINE PTE LTD
SC,KM POWER,4N291A,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,190.0, ,Inboard,Diesel,27,14.0,3.7,1.8,NA,2001.0,KEE MARINE PTE LTD
SC,KM QUEBEC,1219A000359,WEI CHAI,WD10C,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2019.0,KEE MARINE PTE LTD
SC,KM ROMEO,1219S006753,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,23,14.5,3.8,1.9,NA,2020.0,KEE MARINE PTE LTD
NA,KM SINGAPORE,1223E006264,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Diesel,28,14.5,3.8,1.8,NA,2023.0,KEE MARINE PTE LTD
SC,KM SUCCESS,P:240534,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,175.0, ,Inboard,Diesel,26,13.5,3.8,1.8,NA,2010.0,KEE MARINE PTE LTD
NA,KM TANGO,1222K012714,WEI CHAI,NA,Up to B30,Compatible with B30,NA,176.0,Motor,Inboard,Gas Oil,28,14.5,3.8,1.8,NA,2023.0,KEE MARINE PTE LTD
SC,KMT 2,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,159,29.3,9.2,2.5,NA,2013.0,KMT HOLDING PTE LTD
SC,KMT 5,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,257,35.2,12.2,2.5,NA,2016.0,KMT HOLDING PTE LTD
SC,KMT 7,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,303,35.2,12.2,2.5,NA,2014.0,KMT HOLDING PTE LTD
NA,KMT 8,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,288,35.1,12.1,2.4,NA,2000.0,KMT HOLDING PTE LTD
NA,KMT 9,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,303,35.2,12.2,2.5,NA,2014.0,KMT MARINE PTE LTD
NA,KMT ALICE,3119K082003,WEI CHAI,WP13C500-18,Up to B30,Compatible with B30,NA,368.0,Motor,Inboard,Diesel,150,21.3,7.3,3.5,NA,2021.0,KMT MARINE PTE LTD
ST,KMT JENNY,5399,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,145,22.0,7.4,3.1,NA,2013.0,KMT HOLDING PTE LTD
ST,KMT VISTA,4260057,CUMMINS,NA,Up to B20,Compatible with B20,NA,237.0, ,Inboard,Diesel,112,20.7,6.7,2.9,NA,2008.0,KMT HOLDING PTE LTD
SR,KOKUNE MARU 18,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,576,40.0,17.0,3.0,NA,1991.0,OUNG MARINE SERVICES (S) PTE LTD
SB,KOSMOS CITRINE,11114,MAN,SL23/3,Up to B30,Compatible with B30,NA,640.0, ,Inboard,Diesel,4557,95.4,18.0,9.5,6500.0,2010.0,KOSMOS CITRINE PTE LTD
NA,KOSMOS GREEN,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,117,29.3,9.2,1.9,NA,2009.0,KENOIL MARINE SERVICES PTE LTD
SB,KOSMOS LILY,41141821,CUMMINS,KTA,Up to B20,Compatible with B20,NA,373.0, ,Inboard,Diesel,490,44.3,9.5,4.7,639.0,2010.0,KENOIL MARINE SERVICES PTE LTD
NA,KOWLOON BAY 2523,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1959,73.2,21.4,4.9,NA,2014.0,KIM HOCK BEE MARINE PTE LTD
SR,KSE AB 3,6130140,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,178.0, ,Inboard,Diesel,24,12.7,4.2,1.6,NA,1993.0,KSE MARINE WORKS PTE LTD
ST,KSE BULL,S6BF-MTK-2,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,309.0,Motor,Inboard,Diesel,22,11.9,3.7,1.7,NA,1987.0,KSE MARINE WORKS PTE LTD
NA,KSE CORAL,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1569,53.8,21.0,4.0,0.0,1991.0,KSE MARINE WORKS PTE LTD
SR,KSE CORE,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1468,53.8,22.8,3.5,NA,1990.0,KSE MARINE WORKS PTE LTD
SR,KSE HITACHI GO,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,417,49.0,9.5,3.2,NA,1989.0,KSE MARINE WORKS PTE LTD
SC,KSE SPEEDER,162,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,404.0,Motor,Inboard,Diesel,8,12.9,2.8,0.7,NA,1997.0,KSE MARINE WORKS PTE LTD
SR,KSE WB100,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,183,29.6,9.1,2.4,NA,1994.0,KSE MARINE WORKS PTE LTD
ST,KST 31,20853,NIIGATA,NA,NA,No Data Available,Not Conclusive,1119.0, ,Inboard,Diesel,233,25.9,8.5,4.7,108.0,1993.0,KST MARITIME PTE. LTD.
ST,KST 56,24831,NIIGATA,NA,NA,No Data Available,Not Conclusive,1838.0,Motor,Inboard,Diesel,469,28.7,11.5,5.2,NA,2008.0,KST MARITIME PTE. LTD.
ST,KST 58,25177,NIIGATA,NA,NA,No Data Available,Not Conclusive,1838.0, ,Inboard,Diesel,469,30.3,11.5,5.2,NA,2009.0,KST MARITIME PTE. LTD.
ST,KST KIJANG,22354/22355,NIIGATA,NA,NA,No Data Available,Not Conclusive,2983.0,Main Engine,Inboard,Diesel,319,28.2,9.5,5.0,168.0,1998.0,KST MARITIME PTE. LTD.
ST,KST LIBERTY,27690,NIIGATA,NA,NA,No Data Available,Not Conclusive,1920.0,Motor,Inboard,LNG,497,30.6,12.5,5.3,NA,2017.0,KST MARITIME PTE. LTD.
ST,KST PASSION,777,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,2000.0,Motor,Inboard,Diesel,497,31.3,12.2,5.4,NA,2013.0,KST MARITIME PTE. LTD.
ST,KST PRIDE,776,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,2000.0,Motor,Inboard,Diesel,497,31.3,12.2,5.4,NA,2013.0,KST MARITIME PTE. LTD.
ST,KST SKILL,P:24446,NIIGATA,NA,NA,No Data Available,Not Conclusive,1323.0, ,Inboard,Diesel,333,25.0,9.8,4.9,NA,2006.0,KST MARITIME PTE. LTD.
ST,KST SKY,P:24202,NIIGATA,NA,NA,No Data Available,Not Conclusive,1323.0, ,Inboard,Diesel,246,26.4,9.0,4.7,NA,2006.0,KST MARITIME PTE. LTD.
ST,KST STELLAR,P:2448,NIGATA,NA,NA,No Data Available,Not Conclusive,1323.0, ,Inboard,Diesel,333,25.0,9.8,4.9,NA,2007.0,KST MARITIME PTE. LTD.
ST,KST SUPER,P:24199,NIGATA,NA,NA,No Data Available,Not Conclusive,1323.0, ,Inboard,Diesel,246,26.4,9.0,4.7,NA,2006.0,KST MARITIME PTE. LTD.
ST,KST ZODIAC,S2X01459,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,1864.0, ,Inboard,Diesel,327,25.3,11.5,5.0,NA,2010.0,KST MARITIME PTE. LTD.
NA,KUTA BAY 1201,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,260,35.1,12.2,2.4,NA,2013.0,KIM HOCK BEE MARINE PTE LTD
NA,KUTA BAY 46,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,813,52.6,15.2,3.6,NA,1995.0,ENG LEE LOGISTICS PTE LTD
NA,L 3601,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,12214,105.6,46.0,7.5,NA,2011.0,SEATRIUM (SG) PTE LTD
NA,L501,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1911,57.7,25.0,4.5,NA,2013.0,SEATRIUM MARINE SERVICES PTE. LTD.
SB,LAUREL,AQ6K260051,DAIHATSU,NA,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,1618.0, ,Inboard,Diesel,4915,97.0,17.5,9.0,8657.0,2009.0,HONG LAM MARINE PTE LTD
SR,LCC MARINE 10,6P20C012282,WEI CHAI,220WP6C220-23,Up to B30,Compatible with B30,NA,220.0,Motor,Inboard,Diesel,20,9.5,3.4,2.1,20.0,2021.0,LOH CHWEE CHEW MOORING SVCS P LT
NA,LCC MARINE 11,6p20c012284,WEI CHAI,220Wp6c220-23,Up to B30,Compatible with B30,NA,220.0,Motor,Inboard,Diesel,20,9.5,3.4,2.1,20.0,2021.0,LOH CHWEE CHEW MOORING SVCS P LT
SR,LCC MARINE 3,1215e014424,WEI CHAI,NA,Up to B30,Compatible with B30,NA,207.0,Motor,Inboard,Diesel,19,9.3,3.6,2.0,NA,2018.0,LOH CHWEE CHEW MOORING SVCS P LT
SR,LCC MARINE 5,1215E014423,WEI CHAI,NA,Up to B30,Compatible with B30,NA,278.0,Motor,Inboard,Diesel,19,9.3,3.6,2.0,NA,2018.0,LOH CHWEE CHEW MOORING SVCS P LT
SR,LCC MARINE 6,6P18B006164,WEI CHAI,WP6C220-23,Up to B30,Compatible with B30,NA,165.0,Motor,Inboard,Diesel,20,9.5,3.4,2.2,NA,2018.0,LOH CHWEE CHEW MOORING SVCS P LT
SR,LCC MARINE 7,6P18B006162,WEI CHAI,NA,Up to B30,Compatible with B30,NA,162.0,Motor,Inboard,Diesel,20,9.5,3.4,2.2,NA,2018.0,LOH CHWEE CHEW MOORING SVCS P LT
SR,LCC MARINE 8,6P20C012285,WEI CHAI,220,Up to B30,Compatible with B30,NA,220.0,Motor,Inboard,Diesel,20,9.5,3.4,2.2,NA,2021.0,LOH CHWEE CHEW MOORING SVCS P LT
SR,LCC MARINE 9,6P20C012283,WEI CHAI,WP6C220-23,Up to B30,Compatible with B30,NA,220.0,Motor,Inboard,Diesel,20,9.5,3.4,2.2,NA,2021.0,LOH CHWEE CHEW MOORING SVCS P LT
SC,LCT I,1217K007289,WEI CHAI,NA,Up to B30,Compatible with B30,NA,320.0, ,Inboard,Diesel,28,14.5,3.8,1.8,NA,2012.0,CKL MOTOR BOAT PTE LTD
SC,LCT II,1216S002686,WEI CHAI,NA,Up to B30,Compatible with B30,NA,190.0, ,Inboard,Diesel,26,13.5,3.8,1.8,NA,2013.0,CKL MOTOR BOAT PTE LTD
SC,LCW 1,P:000295,NISSAN,NA,NA,No Data Available,Not Conclusive,190.0, ,Inboard,Diesel,55,18.5,5.2,2.0,NA,2009.0,LIGHTER B PTE LTD
SC,LCW 2,10787,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,190.0, ,Inboard,Diesel,34,17.0,4.7,1.5,NA,2009.0,LIGHTER B PTE LTD
SC,LCW 5,P:13164,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,190.0, ,Inboard,Diesel,75,20.0,6.0,2.2,NA,2010.0,LIGHTER B PTE LTD
SC,LEADING MARINE,10891516,CUMMINS,NA,Up to B20,Compatible with B20,NA,190.0, ,Inboard,Diesel,25,15.1,3.9,2.9,NA,1984.0,R W MARINE SERVICES PTE LTD
SC,LEADING MARINE II,30123321,CUMMINS,NA,Up to B20,Compatible with B20,NA,145.0, ,Inboard,Diesel,24,14.6,3.8,2.1,NA,1985.0,R W MARINE SERVICES PTE LTD
SC,LEADING PRIDE,P:4TB06004,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,328.0, ,Inboard,Diesel,53,18.5,5.5,2.4,NA,1996.0,R W MARINE SERVICES PTE LTD
SR,LEEWAY ACE,206170,MITSUBISHI,6D22,Up to B30,Compatible with B30,NA,175.0,Motor,Inboard,Diesel,31,12.5,4.1,2.1,NA,1989.0,LEE LENG TECK
SR,LEMBING,42600510,CUMMINS,NA,Up to B20,Compatible with B20,NA,171.0, ,Inboard,Diesel,32,14.0,4.4,1.9,NA,1982.0,KIM LIAN HOE MARINE CO PTE LTD
SB,LEOMARIS,11147,MAN,8L,Up to B30,Compatible with B30,NA,1280.0,Motor,Inboard,Diesel,2067,73.3,13.0,7.2,2240.0,2010.0,ISHIPS MGMT PTE LTD
SC,LES DIAMOND,WP12C450-21,NISSAN WECHAI,NA,NA,No Data Available,Not Conclusive,330.0,Motor,Inboard,Diesel,25,14.5,4.0,1.5,NA,2020.0,LES STAR PTE LTD
SC,LES SWIFT,SC12E460.21CA1,SHANGHAI DIESEL,NA,Up to B30,Compatible with B30,NA,340.0,Motor,Inboard,Gas Oil,25,14.5,4.0,1.5,NA,2019.0,LES STAR PTE LTD
SC,LIANG HUAT,8DC9-41967,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,183.0, ,Inboard,Diesel,20,13.7,3.4,1.5,NA,1992.0,CHUA HWA HING
NA,LIBERTY,137993,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,185.0, ,Inboard,Diesel,9,14.2,4.2,0.5,NA,2013.0,STRAITS BUNKERING PTE LTD
NA,LIBERTY 29,9073,YANMAR,6AYM-WS,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,1308,62.4,12.0,5.8,1787.0,2022.0,D LEGADA PTE LTD
SB,LIBRA,41107947,CUMMINS,NA,Up to B20,Compatible with B20,NA,671.0, ,Inboard,Diesel,1912,73.4,14.0,6.3,2798.0,2008.0,NEW MARITIME PTE LTD
SR,LIGHTHOUSE,23215022,CUMMINS,NA,Up to B20,Compatible with B20,NA,195.0,Motor,Inboard,Diesel,68,18.9,6.0,2.1,NA,2010.0,EXPERTISE TECHNOLOGIES PTE LTD
NA,LINTAS LAUTAN 231,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1542,67.3,21.3,4.2,NA,2011.0,KIM HOCK BEE MARINE PTE LTD
NA,LINTAS LAUTAN 251,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1817,73.2,21.3,4.6,NA,2012.0,KIM HOCK BEE MARINE PTE LTD
SC,LITA ADVENTURER,37258168,CUMMINS,NA,Up to B20,Compatible with B20,NA,373.0, ,Inboard,Diesel,376,41.5,12.8,2.6,NA,2013.0,LITA OCEAN PTE LTD
SR,LITA CARRIER 1501,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,520,45.8,15.3,3.1,NA,2013.0,LITA OCEAN PTE LTD
ST,LITA CHALLENGER,37136656,CUMMINS,NA,Up to B20,Compatible with B20,NA,343.0, ,Inboard,Diesel,51,17.5,5.0,2.6,NA,1994.0,LITA OCEAN PTE LTD
SR,LITA INVESTIGATOR,73413269,CUMMINS,NA,Up to B20,Compatible with B20,NA,298.0, ,Inboard,Diesel,29,14.4,4.5,2.2,NA,2012.0,LITA OCEAN PTE LTD
ST,LITA POWER,7W28737,CUMMINS,NA,Up to B20,Compatible with B20,NA,186.0, ,Inboard,Diesel,15,11.5,4.5,1.0,NA,1978.0,LITA OCEAN PTE LTD
ST,LITA POWER 3,33B3052,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,264.0, ,Inboard,Diesel,37,14.6,4.2,2.1,NA,1991.0,LITA OCEAN PTE LTD
ST,LITA POWER 5,37283358,CUMMINS,KTA19 M3,Up to B20,Compatible with B20,NA,447.0,Motor,Inboard,Diesel,43,15.0,5.0,2.8,NA,2020.0,LITA OCEAN PTE LTD
ST,LITA POWER 6,10743695,CUMMINS,NA,Up to B20,Compatible with B20,NA,298.0, ,Inboard,Diesel,42,14.6,4.4,2.3,NA,1993.0,LITA OCEAN PTE LTD
ST,LITA POWER 7,33B-8311,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,272.0, ,Inboard,Diesel,42,14.6,4.4,2.3,NA,1994.0,LITA OCEAN PTE LTD
SR,LITA QUEST,585290/019,MAN,NA,Up to B30,Compatible with B30,NA,320.0, ,Inboard,Diesel,196,32.6,8.5,2.5,NA,1985.0,LITA OCEAN PTE LTD
SC,LITA RANGER,P:99408911,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,300.0, ,Inboard,Diesel,472,52.8,14.0,2.5,867.0,1997.0,LITA OCEAN PTE LTD
SC,LITA TRANSPORTER,99U09937,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,715.0, ,Inboard,Diesel,333,39.2,12.2,2.6,NA,2001.0,LITA OCEAN PTE LTD
SR,LITA VENTURE 1208,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,249,35.2,12.2,2.5,NA,2003.0,LITA OCEAN PTE LTD
SC,LITA VENTURE 1209,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,259,35.2,12.2,2.5,NA,2005.0,LITA OCEAN PTE LTD
SC,LITA VENTURE 1210,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,303,35.2,12.2,2.5,NA,2006.0,LITA OCEAN PTE LTD
SR,LITA VENTURE 1211,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,259,35.2,12.2,2.5,NA,2010.0,LITA OCEAN PTE LTD
SC,LKH 2882,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,4430,96.7,27.5,6.1,NA,2012.0,JIN FU OFFSHORE &AMP; MARINE PTE LTD
SC,LKH 3883,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1847,73.2,21.4,4.6,NA,2004.0,JIN FU OFFSHORE &AMP; MARINE PTE LTD
SC,LKH 7887,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,4448,96.7,27.5,6.1,NA,2014.0,JIN FU OFFSHORE &AMP; MARINE PTE LTD
SC,LKH 9889,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1834,73.2,21.4,4.6,NA,2007.0,JIN FU OFFSHORE &AMP; MARINE PTE LTD
SC,LLS 18,311148,HINO,NA,NA,No Data Available,Not Conclusive,280.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2017.0,LOH LAUNCH SERVICES PTE LTD
SC,LLS 28,1421E051966,WEI CHAI,NA,Up to B30,Compatible with B30,NA,330.0,Motor,Inboard,Diesel,23,14.5,3.8,1.9,NA,2017.0,LOH LAUNCH SERVICES PTE LTD
SC,LLS 38,1421H071133,WEI CHAI,WP12C,Up to B30,Compatible with B30,NA,330.0,Motor,Inboard,Diesel,30,14.5,3.8,1.9,NA,2018.0,LOH LAUNCH SERVICES PTE LTD
SC,LLS 48,1421H071134,WEI CHAI,NA,Up to B30,Compatible with B30,NA,180.0,Motor,Inboard,Gas Oil,30,14.5,3.8,1.9,7.0,2022.0,LOH LAUNCH SERVICES PTE LTD
NA,LM 8833,147944,ISUZU,NA,NA,No Data Available,Not Conclusive,280.0, ,Inboard,Diesel,28,15.0,3.8,1.7,NA,2013.0,KEONG TAT SHIPPING PTE LTD
SC,LOH 28,A10808,HINO,NA,NA,No Data Available,Not Conclusive,285.0,Motor,Inboard,Diesel,28,14.5,3.8,1.8,NA,2007.0,SEASWIFT LAUNCH SERVICE PTE LTD
SC,LOH 38,1417P07C663,WEI CHAI,NA,Up to B30,Compatible with B30,NA,300.0, ,Inboard,Diesel,28,14.5,3.8,1.8,NA,2011.0,LOH LAUNCH SERVICES PTE LTD
SC,LOH 48,A10521,HINO,V22,NA,No Data Available,Not Conclusive,280.0, ,Inboard,Diesel,28,14.5,3.8,1.8,NA,2012.0,MARINA SOUTH FERRIES PTE LTD
SC,LOH 58,11121,HINO,NA,NA,No Data Available,Not Conclusive,224.0,Motor,Inboard,Diesel,28,14.5,3.8,1.8,NA,2015.0,LOH LAUNCH SERVICES PTE LTD
SB,LUBOIL MARINE,5801,YANMAR,6AYM-WST,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,494,42.2,10.2,4.3,778.0,2015.0,TRANSLUB MARINE PTE LTD
SB,LUBOIL MARINE II,7061,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,495,42.2,10.2,4.3,NA,2017.0,LEE HUAT YAP KEE &AMP; CO PTE LTD
SB,LUBQUEST,P:37192038,CUMMINS,NA,Up to B20,Compatible with B20,NA,447.0, ,Inboard,Diesel,496,40.2,10.0,4.2,559.0,1999.0,SINO INT&#39;L SHPG PTE LTD
NA,LUBS,6LU24G,HANSHIN,NA,NA,No Data Available,Not Conclusive,588.0, ,Inboard,Diesel,515,41.9,10.0,3.6,566.0,1993.0,TRUST SHIP MANAGEMENT PTE LTD
SB,LUBSERVE,P:37481394,CUMMINS,NA,Up to B20,Compatible with B20,NA,447.0, ,Inboard,Diesel,486,40.2,10.0,4.2,500.0,1997.0,SINO INT&#39;L SHPG PTE LTD
SB,LUISELLA COSULICH,10561,MAN,6L,Up to B30,Compatible with B30,NA,960.0, ,Inboard,Diesel,2650,88.1,14.5,7.0,3969.0,2010.0,FRATELLI COSULICH BUNKERS
SB,LUMINOUS,41091928,CUMMINS,NA,Up to B20,Compatible with B20,NA,671.0, ,Inboard,Diesel,1912,73.4,14.0,6.3,2814.0,2007.0,SINO TANKERS PTE LTD
SC,M R W 1,A11531,HINO,NA,NA,No Data Available,Not Conclusive,120.0, ,Inboard,Diesel,17,12.2,3.2,1.5,NA,1992.0,TEO BOON SHENG
SB,MAESTRO,DE623Z0754,DAIHATSU,6DEM-23FL,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,1235.0,Motor,Inboard,Diesel,6113,108.5,19.0,10.0,8500.0,2020.0,HONG LAM MARINE PTE LTD
SB,MAJESTY,DE623Z0756,DAIHATSU,6DEM-23,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,1235.0,Motor,Inboard,Diesel,6113,108.5,19.0,10.0,8500.0,2020.0,HONG LAM MARINE PTE LTD
ST,MAJU 510,P:25182,NIIGATA,NA,NA,No Data Available,Not Conclusive,919.0, ,Inboard,Diesel,469,30.3,11.5,5.2,NA,2009.0,MAJU MARITIME PTE LTD
ST,MAJU 511,P:25184,NIIGATA,NA,NA,No Data Available,Not Conclusive,1878.0, ,Inboard,Diesel,469,30.4,11.5,5.2,NA,2009.0,MAJU MARITIME PTE LTD
NA,MAJU BERSAMA,90203,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,45.0,Motor,Inboard,Diesel,25,19.0,4.5,1.4,NA,2012.0,BUANA TRADING PTE LTD
ST,MAJU LOYALTY,27692,NIIGATA,NA,NA,No Data Available,Not Conclusive,1920.0,Motor,Inboard,LNG,497,30.6,12.5,5.3,NA,2017.0,MAJU MARITIME PTE LTD
ST,MAJU MARS,24439,NIIGATA,NA,NA,No Data Available,Not Conclusive,1499.0, ,Inboard,Diesel,335,28.0,10.5,4.9,NA,2006.0,MAJU MARITIME PTE LTD
NA,MAJU MERCURY,24441,NIIGATA,NA,NA,No Data Available,Not Conclusive,1499.0, ,Inboard,Diesel,335,28.0,10.5,4.9,NA,2006.0,MAJU MARITIME PTE LTD
NA,MAJU SOLAR,23845,NIIGATA,NA,NA,No Data Available,Not Conclusive,2646.0, ,Inboard,Diesel,246,26.4,9.0,4.7,NA,2005.0,MAJU MARITIME PTE LTD
NA,MAJU SOLITAIRE,P:23848,NIIGATA,NA,NA,No Data Available,Not Conclusive,2646.0, ,Inboard,Diesel,246,26.4,9.0,4.7,NA,2005.0,MAJU MARITIME PTE LTD
SC,MAJULAH 1,A18647,HINO,NA,NA,No Data Available,Not Conclusive,355.0,Motor,Inboard,Diesel,9,14.2,4.2,0.5,NA,2016.0,KANLIAN FERRY PTE LTD
NA,MAJULAH 11,D921B017562,SHANGHAI DIESEL,POWER D683ZLCA1,Up to B30,Compatible with B30,NA,179.0,Motor,Inboard,Diesel,9,14.2,4.2,0.5,NA,2022.0,KANLIAN FERRY PTE LTD
NA,MAJULAH 13,D9201000719,SHANGHAI DIESEL,POWERD683ZLCA1B,Up to B30,Compatible with B30,NA,179.0,Motor,Inboard,Diesel,9,14.2,4.2,0.5,NA,2023.0,KANLIAN FERRY PTE LTD
NA,MAJULAH 15,D922C010949,SHANGHAI DIESEL,POWERD683ZLCA1B,Up to B30,Compatible with B30,NA,184.0,Motor,Inboard,Diesel,9,14.2,4.2,0.5,NA,2024.0,KANLIAN FERRY PTE LTD
NA,MAJULAH 3,1419B024919,WEI CHAI,WP12C190-18,Up to B30,Compatible with B30,NA,140.0,Motor,Inboard,Diesel,9,14.2,4.2,0.5,NA,2019.0,KANLIAN FERRY PTE LTD
SC,MAJULAH 5,D9201000731,SHANGHAI DIESEL,NA,Up to B30,Compatible with B30,NA,189.0,Motor,Inboard,Diesel,9,14.2,4.2,0.5,NA,2019.0,KANLIAN FERRY PTE LTD
NA,MAJULAH 7,D920C020040,SHANGHAI DIESEL,POWERD683ZLCA 1B,Up to B30,Compatible with B30,NA,179.0,Motor,Inboard,Diesel,9,14.2,4.2,0.5,NA,2021.0,KANLIAN FERRY PTE LTD
