Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Compatible,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
SC,DM ALPHA 2,5520,YANMAR,6CXBM-GT,"Up to B100, without modification",Compatible with B100,NA,294.0,Motor,Inboard,Diesel,22,12.2,4.1,1.6,NA,2019.0,DM SEA LOGISTICS PTE LTD
NA,DM ALPHA 9,41315055 (P),CUMMINS,K19-M600,Up to B20,Compatible with B20,NA,447.0,Motor,Inboard,Diesel,83,22.1,6.2,2.6,NA,2021.0,DIVE-MARINE SERVICES (PTE) LTD
NA,DM BETA 1,41319803,CUMMINS,CCEC K19-M600,Up to B20,Compatible with B20,NA,492.0,Motor,Inboard,Diesel,83,22.1,6.2,2.6,NA,2021.0,DM SEA LOGISTICS PTE LTD
SR,DM3,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,112,22.9,7.5,2.3,NA,2014.0,DUNDEE MARINE &AMP; IND SVCS PTE LTD
SR,DOLPHIN 1,21CACAI,SHANGHAI DIESEL,SC12E,Up to B30,Compatible with B30,NA,680.0,Motor,Inboard,Diesel,81,25.0,6.0,2.5,NA,2023.0,DOLPHIN SHIPPING PTE. LTD.
NA,DORCHESTER BAY 2509,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1818,73.2,21.3,4.6,NA,2015.0,KIM HOCK BEE MARINE PTE LTD
SB,DOUBLE HAPPINESS,DK620E0085,DAIHATSU,6DKM-20EFL,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,1020.0,Motor,Inboard,Gas Oil,3701,85.9,15.8,9.3,4999.0,2012.0,GOLDEN TANKER PTE LTD
NA,DRILLWELL 01,070527A,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,261.0,Motor,Inboard,Diesel,53,19.0,5.6,2.5,NA,2022.0,DRILLWELL OCEANIC PTE LTD
SB,DRINA,4357,YANMAR,6AYM,"Up to B100, without modification",Compatible with B100,NA,485.0,Motor,Inboard,Diesel,724,41.2,11.8,5.2,978.0,2013.0,OHC SHIPMANAGEMENT PTE LTD
SC,E T CARRIER 2,P:37173258,CUMMINS,NA,Up to B20,Compatible with B20,NA,322.0, ,Inboard,Diesel,394,40.5,13.0,3.3,NA,1996.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 11,4108(P),CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,282.0, ,Inboard,Diesel,90,19.6,6.4,3.3,NA,1993.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 12,P:04919,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,272.0, ,Inboard,Diesel,90,19.6,6.4,3.3,NA,1994.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 15,P:4TB05239,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,272.0, ,Inboard,Diesel,46,17.3,4.9,2.4,NA,1996.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 17,4TB05948,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,303.0, ,Inboard,Diesel,90,19.6,6.5,3.3,NA,1997.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 18,P:4TB07518,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,298.0, ,Inboard,Diesel,46,17.3,4.9,2.4,NA,2001.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 19,P:4TB07543,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,299.0, ,Inboard,Diesel,90,19.6,6.5,3.3,NA,2001.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 20,P:4TB08008,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,299.0, ,Inboard,Diesel,90,19.6,6.5,3.3,NA,2002.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 21,P:4TB08072,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,299.0, ,Inboard,Diesel,90,19.6,6.5,3.3,NA,2002.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 22,P:4TB08248,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,298.0, ,Inboard,Diesel,95,19.6,6.5,3.3,NA,2003.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 23,P:4TB04820,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,299.0, ,Inboard,Diesel,96,19.6,6.5,3.3,NA,2003.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 24,4TB08428,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,299.0, ,Inboard,Diesel,96,19.6,6.5,3.3,NA,2004.0,HIAP SHING SHIPPING PTE LTD
ST,E T HARBOUR 25,4TB08519,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,299.0, ,Inboard,Diesel,94,19.6,6.5,3.3,NA,2006.0,HIAP SHING SHIPPING PTE LTD
SR,E T LIFT 1,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,461,35.1,15.2,3.0,NA,1996.0,HIAP SHING SHIPPING PTE LTD
SR,E T LIFT 5,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,199,17.1,17.1,2.4,NA,2010.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 10,P:1514,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,485.0, ,Inboard,Diesel,144,22.0,7.3,3.1,NA,2010.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 11,P:1514,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,485.0, ,Inboard,Diesel,144,22.0,7.4,3.1,NA,2010.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 12,37247877,CUMMINS,NA,Up to B20,Compatible with B20,NA,447.0, ,Inboard,Diesel,174,26.3,7.3,3.5,NA,2010.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 13,P37247875,CUMMINS,NA,Up to B20,Compatible with B20,NA,447.0,Motor,Inboard,Diesel,174,26.4,7.4,3.6,NA,2015.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 15,P:FJJ0773,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,736.0, ,Inboard,Diesel,265,28.1,8.6,4.2,NA,2010.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 16,P:75310,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,759.0, ,Inboard,Diesel,268,28.0,8.6,4.1,NA,2012.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 17,P:76079,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,759.0, ,Inboard,Diesel,273,28.0,8.6,4.1,NA,2012.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 18,P:76078,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,759.0, ,Inboard,Diesel,272,28.0,8.6,4.1,NA,2012.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 19,P75530,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,759.0, ,Inboard,Diesel,272,28.0,8.6,4.1,NA,2012.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 20,75020,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,759.0, ,Inboard,Diesel,260,28.0,8.6,4.1,NA,2011.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 21,76149,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,759.0, ,Inboard,Diesel,273,28.0,8.6,4.1,NA,2012.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 22,76155,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,759.0, ,Inboard,Diesel,268,28.0,8.6,4.1,NA,2012.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 23,P:76129,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,759.0, ,Inboard,Diesel,264,28.1,8.6,4.2,NA,2012.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 8,P:37157388,CUMMINS,NA,Up to B20,Compatible with B20,NA,447.0, ,Inboard,Diesel,164,26.3,7.3,3.5,NA,1995.0,HIAP SHING SHIPPING PTE LTD
ST,E T OCEAN 9,37181372,CUMMINS,NA,Up to B20,Compatible with B20,NA,447.0, ,Inboard,Diesel,165,26.4,7.4,3.6,NA,1997.0,HIAP SHING SHIPPING PTE LTD
SR,E T OFFSHORE 20,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1950,72.8,21.3,4.9,NA,1995.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 26,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1367,61.5,18.3,4.3,NA,1996.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 29,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1461,67.3,18.3,4.2,NA,1997.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 30,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1367,61.5,18.3,4.3,NA,1998.0,HIAP SHING SHIPPING PTE LTD
SR,E T OFFSHORE 31,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1408,67.3,18.3,4.3,NA,2013.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 32,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1408,67.3,18.2,4.2,NA,2013.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 33,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1649,67.3,21.3,4.2,NA,2013.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 34,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1649,67.3,21.4,4.3,NA,2013.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 35,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1639,67.3,21.4,4.3,NA,2015.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 36,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1639,67.3,21.4,4.3,NA,2015.0,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 37,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1639,67.3,21.4,4.3,NA,2016.0,HIAP SHING SHIPPING PTE LTD
NA,E T OFFSHORE 38,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1639,67.3,21.4,4.3,NA,2023.0,HIAP SHING SHIPPING PTE LTD
SB,EAGER,FHG0136,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,1471.0, ,Inboard,Diesel,5184,105.3,18.6,10.0,9480.0,2004.0,PERTAMINA INTL MARKETING &AMP; DISTRIBUT
SR,EARL 3,P:05085,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,570.0, ,Inboard,Diesel,61,18.2,8.0,2.6,NA,1993.0,OIL SPILL RESPONSE LIMITED
SR,EASTERN 1203,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,260,35.2,12.2,2.5,NA,2007.0,EASTERN NAVIGATION PTE LTD
SR,EASTERN 604,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,152,17.6,12.2,2.5,NA,2002.0,EASTERN NAVIGATION PTE LTD
SR,EASTERN SALVOR,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1631,81.3,14.7,5.2,NA,1942.0,SMIT SINGAPORE PTE LTD
NA,EASTERN WB300,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,15820,115.2,31.7,9.0,10875.0,2010.0,SMIT SINGAPORE PTE LTD
NA,EE FONG 6,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,588,43.9,15.3,3.1,NA,2017.0,EE FONG CONSTRUCTION PTE LTD
SR,EFFORT 1000,P55369019,MAN,NA,Up to B30,Compatible with B30,NA,193.0, ,Inboard,Diesel,31,12.5,4.1,2.1,NA,1989.0,ZAINOL BIN AWANG
SP,EH BEE SIN,2102,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,265.0, ,Inboard,Diesel,36,14.3,4.6,2.4,NA,2006.0,ENG HUP SHIPPING PTE LTD
SR,EH BRANI,45043248,CUMMINS,NA,Up to B20,Compatible with B20,NA,0.0, ,Inboard,Diesel,23,11.8,4.5,2.0,1.0,1997.0,ENG HUP SHIPPING PTE LTD
SR,EH DISCOVERER,67D3175,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,320.0, ,Inboard,Diesel,34,15.2,4.4,1.8,NA,1980.0,ENG HUP SHIPPING PTE LTD
ST,EH GAJAH,CAT D353,CATERPILLAR,NA,"Up to B100, dealer consultation required",Compatible with B100,NA,360.0, ,Inboard,Diesel,44,14.6,4.1,2.6,NA,1991.0,ENG HUP SHIPPING PTE LTD
SP,EH GUARDIAN,44880941,CUMMINS,NA,Up to B20,Compatible with B20,NA,224.0, ,Inboard,Diesel,24,12.0,4.4,1.8,NA,1993.0,ENG HUP SHIPPING PTE LTD
ST,EH HARIMAU,P:614096,OTUKA,NA,NA,No Data Available,Not Conclusive,0.0, ,Inboard,Diesel,31,11.9,5.0,1.8,NA,2000.0,ENG HUP SHIPPING PTE LTD
SR,EH ILLUMINATOR,P:46208272,CUMMINS,NA,Up to B20,Compatible with B20,NA,260.0, ,Inboard,Diesel,30,14.0,4.5,2.0,NA,2002.0,ENG HUP SHIPPING PTE LTD
SR,EH IMMI COMMANDER,D9224004527,SHANGHAI DIESEL,NA,Up to B30,Compatible with B30,NA,228.0, ,Inboard,Diesel,21,12.2,3.9,1.5,NA,2001.0,ENG HUP SHIPPING PTE LTD
SP,EH INTERCEPTOR,2125,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,265.0, ,Inboard,Diesel,36,14.3,4.6,2.4,NA,2006.0,ENG HUP SHIPPING PTE LTD
SR,EH JURONG,11220,NISSAN,NA,NA,No Data Available,Not Conclusive,260.0, ,Inboard,Diesel,31,14.6,3.5,2.1,NA,1997.0,ENG HUP SHIPPING PTE LTD
SP,EH MERDEKA,D9175008023,SHANGHAI DIESEL,NA,Up to B30,Compatible with B30,NA,228.0, ,Inboard,Diesel,24,12.0,4.4,1.8,NA,1993.0,ENG HUP SHIPPING PTE LTD
SR,EH PATROL,30161,YAMAHA,NA,NA,No Data Available,Not Conclusive,268.0, ,Inboard,Diesel,32,13.7,4.1,2.0,NA,2010.0,ENG HUP SHIPPING PTE LTD
SC,EH PEDRA BRANCA,46201442,CUMMINS,NA,Up to B20,Compatible with B20,NA,350.0, ,Inboard,Diesel,21,12.2,3.9,1.5,NA,2003.0,ENG HUP SHIPPING PTE LTD
SP,EH SECURITY,2123,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,265.0, ,Inboard,Diesel,36,14.3,4.6,2.4,NA,2006.0,ENG HUP SHIPPING PTE LTD
SR,EH SEEKER,D22-150591,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,185.0, ,Inboard,Diesel,28,12.0,4.0,2.0,NA,1999.0,ENG HUP SHIPPING PTE LTD
SP,EH SUCCESS,P:45556570,CUMMINS,NA,Up to B20,Compatible with B20,NA,216.0, ,Inboard,Diesel,23,12.0,4.5,1.9,NA,1993.0,ENG HUP SHIPPING PTE LTD
SR,EH TUAS,D9175008032,SHANGHAI DIESEL,NA,Up to B30,Compatible with B30,NA,228.0, ,Inboard,Diesel,22,12.8,3.5,1.7,NA,1986.0,ENG HUP SHIPPING PTE LTD
SR,EL 1,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,1232,67.3,18.0,3.6,NA,1995.0,ENG LEE LOGISTICS PTE LTD
NA,EL 2,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,303,35.2,12.2,2.5,500.0,2003.0,CHG MARINE SERVICES PTE LTD
ST,EL NIDO,37178405,CUMMINS,NA,Up to B20,Compatible with B20,NA,477.0, ,Inboard,Diesel,144,22.4,7.6,3.5,NA,1997.0,CHEVIOT MARINE SERVICES PTE LTD
SB,ELBE,4360,YANMAR,6AYM,"Up to B100, without modification",Compatible with B100,NA,485.0, ,Inboard,Diesel,724,41.2,11.8,5.2,988.0,2012.0,OHC SHIPMANAGEMENT PTE LTD
NA,ELEMENT DIAMOND,L1091492,YAMAHA,F60FETL,NA,No Data Available,Not Conclusive,45.0,Motor,Outboard,Petrol,1,5.0,2.1,0.3,NA,2019.0,ELEMENT GEOTECHNICAL TESTING (S) PTE LTD
NA,ELEMENT JADE,2860,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,388.0, ,Inboard,Diesel,29,13.5,3.8,2.0,NA,2011.0,ELEMENT GEOTECHNICAL TESTING (S) PTE LTD
SB,ELITE,41102458,CUMMINS,NA,Up to B20,Compatible with B20,NA,407.0, ,Inboard,Diesel,710,40.4,11.8,5.2,679.0,2007.0,SINO INT&#39;L SHPG PTE LTD
SR,ELITE FENDER 1,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,535,34.6,12.0,4.8,NA,2016.0,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 2,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,535,34.6,12.0,4.8,NA,2016.0,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 3,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,535,34.6,12.0,4.8,NA,2016.0,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 4,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,535,36.0,12.0,4.8,NA,2016.0,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 5,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,915,34.6,13.0,6.0,NA,2019.0,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 6,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,915,34.6,13.0,6.0,NA,2019.0,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 7,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,915,34.6,13.0,6.0,NA,2019.0,SEATRIUM (SG) PTE LTD
NA,ELITE FENDER 8,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,915,34.6,13.0,6.0,NA,2019.0,SEATRIUM (SG) PTE LTD
SR,ELITE PROGRESS,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,898,52.7,18.3,3.7,NA,2006.0,SEATRIUM (SG) PTE LTD
SC,ELITE PROGRESS II,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,928,52.8,18.3,3.7,NA,2007.0,SEATRIUM (SG) PTE LTD
NA,ELITE PROSPERITY,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,32521,180.0,46.0,12.7,NA,2001.0,SEATRIUM (SG) PTE LTD
SR,ELITE PROTECTOR 1,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,303,35.2,12.2,2.5,NA,2006.0,CHG MARINE SERVICES PTE LTD
SR,ELITE PROTECTOR 2,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,303,35.2,12.2,2.5,NA,2006.0,CHG MARINE SERVICES PTE LTD
SR,ELITE PROTECTOR III,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,303,35.2,12.2,2.5,NA,2006.0,CHG MARINE SERVICES PTE LTD
SR,EM 15,P:036916,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,134.0, ,Inboard,Diesel,24,13.4,3.6,1.7,NA,2002.0,EVERLAST MARINE SERVICES PTE LTD
SP,EM 17,P:291239,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,373.0, ,Inboard,Diesel,17,12.7,3.9,1.2,NA,2006.0,EVERLAST MARINE SERVICES PTE LTD
SP,EM 18,P:728265,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,134.0, ,Inboard,Diesel,13,11.5,4.0,1.0,NA,2006.0,EVERLAST MARINE SERVICES PTE LTD
SP,EM 19,P:847057,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,134.0, ,Inboard,Diesel,13,11.5,2.7,1.4,NA,2007.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 20,717882,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,134.0, ,Inboard,Diesel,24,12.8,3.6,1.8,NA,2008.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 26,P:351079,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,121.0, ,Inboard,Diesel,21,9.6,4.0,1.9,NA,2008.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 28,D9174005944,SHANGHAI DIESEL,NA,Up to B30,Compatible with B30,NA,190.0, ,Inboard,Diesel,21,9.6,4.0,1.9,NA,1981.0,EVERLAST MARINE SERVICES PTE LTD
SP,EM 3,OA757667,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,149.0, ,Inboard,Diesel,12,9.5,3.0,1.5,NA,1993.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 30,90801011608,STEYR,WD415,NA,No Data Available,Not Conclusive,114.0,Motor,Inboard,Diesel,29,13.5,3.8,2.0,NA,2014.0,EVERLAST MARINE SERVICES PTE LTD
SP,EM 31,611184,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,313.0, ,Inboard,Diesel,15,11.6,3.4,1.3,NA,1998.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 32,347390/003,MAN,CD2542MLE,Up to B30,Compatible with B30,NA,224.0,Motor,Inboard,Diesel,42,14.5,4.2,2.4,NA,2015.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 33,P:153899,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,134.0, ,Inboard,Diesel,24,11.5,4.1,1.8,NA,2008.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 35,206399,MITSUBISHI,8DC9,Up to B30,Compatible with B30,NA,112.0,Motor,Inboard,Diesel,25,12.0,4.1,1.8,NA,2010.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 36,6D16-946864,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,112.0, ,Inboard,Diesel,19,12.0,3.5,1.6,NA,1996.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 37,40-217597,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,268.0, ,Inboard,Diesel,18,12.7,3.2,1.5,NA,2009.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM 38,23541826 (Port),CUMMINS,L10,Up to B20,Compatible with B20,NA,187.0,Motor,Inboard,Diesel,26,13.2,3.8,1.8,NA,2016.0,EVERLAST MARINE SERVICES PTE LTD
SR,EM 7,6D17-847057,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,138.0, ,Inboard,Diesel,21,11.0,4.5,1.5,NA,1992.0,EVERLAST MARINE SERVICES PTE LTD
SC,EM GEMINI,6209,NISSAN,NA,NA,No Data Available,Not Conclusive,228.0, ,Inboard,Diesel,25,14.0,3.5,1.8,NA,1993.0,NG BOON CHAI
NA,EM MUTIARA,NA,NA,NA,NA,No Data Available,Not Conclusive,NA,NA,NA,NA,2860,93.0,28.0,3.5,NA,1989.0,DIKA SHIPPING PTE LTD
SB,EMINENCE,41107392,CUMMINS,NA,Up to B20,Compatible with B20,NA,447.0, ,Inboard,Diesel,710,40.4,11.8,5.2,667.0,2009.0,SINO INT&#39;L SHPG PTE LTD
SB,EMISSARY,DK62022251,DAIHATSU,NA,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,800.0, ,Inboard,Diesel,4189,87.5,17.3,9.6,5613.0,2010.0,HONG LAM MARINE PTE LTD
SB,EMMA COSULICH,1288,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,1330.0,Motor,Inboard,Diesel,5972,108.6,19.0,10.0,7997.0,2015.0,FRATELLI COSULICH BUNKERS
SB,ENCHANT,DE61820084,DAIHATSU,6,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,600.0, ,Inboard,Diesel,1074,57.5,11.8,5.2,1129.0,2012.0,HONG LAM MARINE PTE LTD
SB,ENDEAR,DE618Z0104,DAIHATSU,6,"Up to B20, <B20 to B30. Consult OEM",Compatible with B20,NA,600.0, ,Inboard,Diesel,1074,57.5,11.8,5.2,1118.0,2012.0,HONG LAM MARINE PTE LTD
SB,ENERGETIC,STBD:1569 PORT 1570,AKASAKA,NA,NA,No Data Available,Not Conclusive,1912.0,Motor,Inboard,Diesel,4832,94.6,18.0,9.4,6500.0,2009.0,ICONIC MARINE PTE LTD
SC,ENG 14,269926,MITSUBISHI,NA,Up to B30,Compatible with B30,NA,160.0,Motor,Inboard,Diesel,29,14.0,3.8,1.9,NA,2015.0,ENG MOTOR LAUNCH SERVICE
SP,ENG HUP 3,2862,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,194.0, ,Inboard,Diesel,29,13.5,3.8,2.0,NA,2011.0,ENG HUP SHIPPING PTE LTD
SP,ENG HUP ARGO,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,NA,809.0,Motor,Inboard,Diesel,258,30.4,7.0,3.3,NA,2018.0,ENG HUP SHIPPING PTE LTD
SP,ENG HUP ARVA,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,NA,809.0,Motor,Inboard,Diesel,258,30.4,7.0,3.3,NA,2018.0,ENG HUP SHIPPING PTE LTD
SP,ENG HUP CHINA,73033062,CUMMINS,NA,Up to B20,Compatible with B20,NA,368.0, ,Inboard,Diesel,59,16.9,4.5,2.2,NA,2009.0,ENG HUP SHIPPING PTE LTD
SR,ENG HUP CONTROLLER,6W1030,WEI CHAI,NA,Up to B30,Compatible with B30,NA,198.0, ,Inboard,Diesel,29,13.5,3.8,2.0,NA,2011.0,ENG HUP SHIPPING PTE LTD
SP,ENG HUP ENERGY,2115,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,265.0, ,Inboard,Diesel,36,14.3,4.6,2.4,NA,2006.0,ENG HUP SHIPPING PTE LTD
ST,ENG HUP ESCORT,6749,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,483.0, ,Inboard,Diesel,152,22.0,7.4,3.2,NA,2008.0,ENG HUP SHIPPING PTE LTD
SP,ENG HUP EXPRESS 31,456,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,298.0, ,Inboard,Diesel,79,20.3,5.8,2.1,NA,1989.0,ENG HUP SHIPPING PTE LTD
SP,ENG HUP EXPRESS 35,455,YANMAR,NA,"Up to B100, without modification",Compatible with B100,NA,298.0,Motor,Inboard,Diesel,53,16.8,4.9,2.2,NA,1987.0,ENG HUP SHIPPING PTE LTD
ST,ENG HUP GAJAH,33191134,CUMMINS,NA,Up to B20,Compatible with B20,NA,895.0, ,Inboard,Diesel,260,28.1,8.6,4.2,NA,2012.0,ENG HUP SHIPPING PTE LTD
SP,ENG HUP GALIA,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,NA,809.0,Motor,Inboard,Diesel,258,30.4,7.0,3.3,NA,2018.0,ENG HUP SHIPPING PTE LTD
