Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Compatible,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
SC,E T OFFSHORE 26,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1367,61.5,18.3,4.3,,1996,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 29,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1461,67.3,18.3,4.2,,1997,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 30,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1367,61.5,18.3,4.3,,1998,HIAP SHING SHIPPING PTE LTD
SR,E T OFFSHORE 31,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1408,67.3,18.3,4.3,,2013,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 32,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1408,67.3,18.2,4.2,,2013,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 33,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1649,67.3,21.3,4.2,,2013,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 34,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1649,67.3,21.4,4.3,,2013,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 35,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1639,67.3,21.4,4.3,,2015,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 36,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1639,67.3,21.4,4.3,,2015,HIAP SHING SHIPPING PTE LTD
SC,E T OFFSHORE 37,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1639,67.3,21.4,4.3,,2016,HIAP SHING SHIPPING PTE LTD
unknown,E T OFFSHORE 38,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1639,67.3,21.4,4.3,,2023,HIAP SHING SHIPPING PTE LTD
SB,EAGER,FHG0136,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,1471, ,Inboard,Diesel,5184,105.3,18.6,10,9480,2004,PERTAMINA INTL MARKETING &AMP; DISTRIBUT
SR,EARL 3,P:05085,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,570, ,Inboard,Diesel,61,18.2,8,2.6,,1993,OIL SPILL RESPONSE LIMITED
SR,EASTERN 1203,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,260,35.2,12.2,2.5,,2007,EASTERN NAVIGATION PTE LTD
SR,EASTERN 604,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,152,17.6,12.2,2.5,,2002,EASTERN NAVIGATION PTE LTD
SR,EASTERN SALVOR,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1631,81.3,14.7,5.2,,1942,SMIT SINGAPORE PTE LTD
unknown,EASTERN WB300,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,15820,115.2,31.7,9,10875,2010,SMIT SINGAPORE PTE LTD
unknown,EE FONG 6,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,588,43.9,15.3,3.1,,2017,EE FONG CONSTRUCTION PTE LTD
SR,EFFORT 1000,P55369019,MAN,unknown,Up to B30,Compatible with B30,unknown,193, ,Inboard,Diesel,31,12.5,4.1,2.1,,1989,ZAINOL BIN AWANG
SP,EH BEE SIN,2102,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,265, ,Inboard,Diesel,36,14.3,4.6,2.4,,2006,ENG HUP SHIPPING PTE LTD
SR,EH BRANI,45043248,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,0, ,Inboard,Diesel,23,11.8,4.5,2,1,1997,ENG HUP SHIPPING PTE LTD
SR,EH DISCOVERER,67D3175,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,320, ,Inboard,Diesel,34,15.2,4.4,1.8,,1980,ENG HUP SHIPPING PTE LTD
ST,EH GAJAH,CAT D353,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,360, ,Inboard,Diesel,44,14.6,4.1,2.6,,1991,ENG HUP SHIPPING PTE LTD
SP,EH GUARDIAN,44880941,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,224, ,Inboard,Diesel,24,12,4.4,1.8,,1993,ENG HUP SHIPPING PTE LTD
ST,EH HARIMAU,P:614096,OTUKA,unknown,unknown,No Data Available,Not Conclusive,0, ,Inboard,Diesel,31,11.9,5,1.8,,2000,ENG HUP SHIPPING PTE LTD
SR,EH ILLUMINATOR,P:46208272,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,260, ,Inboard,Diesel,30,14,4.5,2,,2002,ENG HUP SHIPPING PTE LTD
SR,EH IMMI COMMANDER,D9224004527,SHANGHAI DIESEL,unknown,Up to B30,Compatible with B30,unknown,228, ,Inboard,Diesel,21,12.2,3.9,1.5,,2001,ENG HUP SHIPPING PTE LTD
SP,EH INTERCEPTOR,2125,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,265, ,Inboard,Diesel,36,14.3,4.6,2.4,,2006,ENG HUP SHIPPING PTE LTD
SR,EH JURONG,11220,NISSAN,unknown,unknown,No Data Available,Not Conclusive,260, ,Inboard,Diesel,31,14.6,3.5,2.1,,1997,ENG HUP SHIPPING PTE LTD
SP,EH MERDEKA,D9175008023,SHANGHAI DIESEL,unknown,Up to B30,Compatible with B30,unknown,228, ,Inboard,Diesel,24,12,4.4,1.8,,1993,ENG HUP SHIPPING PTE LTD
SR,EH PATROL,30161,YAMAHA,unknown,unknown,No Data Available,Not Conclusive,268, ,Inboard,Diesel,32,13.7,4.1,2,,2010,ENG HUP SHIPPING PTE LTD
SC,EH PEDRA BRANCA,46201442,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,350, ,Inboard,Diesel,21,12.2,3.9,1.5,,2003,ENG HUP SHIPPING PTE LTD
SP,EH SECURITY,2123,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,265, ,Inboard,Diesel,36,14.3,4.6,2.4,,2006,ENG HUP SHIPPING PTE LTD
SR,EH SEEKER,D22-150591,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,185, ,Inboard,Diesel,28,12,4,2,,1999,ENG HUP SHIPPING PTE LTD
SP,EH SUCCESS,P:45556570,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,216, ,Inboard,Diesel,23,12,4.5,1.9,,1993,ENG HUP SHIPPING PTE LTD
SR,EH TUAS,D9175008032,SHANGHAI DIESEL,unknown,Up to B30,Compatible with B30,unknown,228, ,Inboard,Diesel,22,12.8,3.5,1.7,,1986,ENG HUP SHIPPING PTE LTD
SR,EL 1,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1232,67.3,18,3.6,,1995,ENG LEE LOGISTICS PTE LTD
unknown,EL 2,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,500,2003,CHG MARINE SERVICES PTE LTD
ST,EL NIDO,37178405,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,477, ,Inboard,Diesel,144,22.4,7.6,3.5,,1997,CHEVIOT MARINE SERVICES PTE LTD
SB,ELBE,4360,YANMAR,6AYM,Up to B100. Without modification,Compatible with B100,unknown,485, ,Inboard,Diesel,724,41.2,11.8,5.2,988,2012,OHC SHIPMANAGEMENT PTE LTD
unknown,ELEMENT DIAMOND,L1091492,YAMAHA,F60FETL,unknown,No Data Available,Not Conclusive,45,Motor,Outboard,Petrol,1,5,2.1,0.3,,2019,ELEMENT GEOTECHNICAL TESTING (S) PTE LTD
unknown,ELEMENT JADE,2860,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,388, ,Inboard,Diesel,29,13.5,3.8,2,,2011,ELEMENT GEOTECHNICAL TESTING (S) PTE LTD
SB,ELITE,41102458,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,407, ,Inboard,Diesel,710,40.4,11.8,5.2,679,2007,SINO INT&#39;L SHPG PTE LTD
SR,ELITE FENDER 1,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,535,34.6,12,4.8,,2016,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 2,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,535,34.6,12,4.8,,2016,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 3,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,535,34.6,12,4.8,,2016,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 4,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,535,36,12,4.8,,2016,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 5,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,915,34.6,13,6,,2019,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 6,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,915,34.6,13,6,,2019,SEATRIUM (SG) PTE LTD
SR,ELITE FENDER 7,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,915,34.6,13,6,,2019,SEATRIUM (SG) PTE LTD
unknown,ELITE FENDER 8,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,915,34.6,13,6,,2019,SEATRIUM (SG) PTE LTD
SR,ELITE PROGRESS,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,898,52.7,18.3,3.7,,2006,SEATRIUM (SG) PTE LTD
SC,ELITE PROGRESS II,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,928,52.8,18.3,3.7,,2007,SEATRIUM (SG) PTE LTD
unknown,ELITE PROSPERITY,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,32521,180,46,12.7,,2001,SEATRIUM (SG) PTE LTD
SR,ELITE PROTECTOR 1,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2006,CHG MARINE SERVICES PTE LTD
SR,ELITE PROTECTOR 2,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2006,CHG MARINE SERVICES PTE LTD
SR,ELITE PROTECTOR III,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2006,CHG MARINE SERVICES PTE LTD
SR,EM 15,P:036916,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,134, ,Inboard,Diesel,24,13.4,3.6,1.7,,2002,EVERLAST MARINE SERVICES PTE LTD
SP,EM 17,P:291239,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,373, ,Inboard,Diesel,17,12.7,3.9,1.2,,2006,EVERLAST MARINE SERVICES PTE LTD
SP,EM 18,P:728265,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,134, ,Inboard,Diesel,13,11.5,4,1,,2006,EVERLAST MARINE SERVICES PTE LTD
SP,EM 19,P:847057,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,134, ,Inboard,Diesel,13,11.5,2.7,1.4,,2007,EVERLAST MARINE SERVICES PTE LTD
SC,EM 20,717882,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,134, ,Inboard,Diesel,24,12.8,3.6,1.8,,2008,EVERLAST MARINE SERVICES PTE LTD
SC,EM 26,P:351079,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,121, ,Inboard,Diesel,21,9.6,4,1.9,,2008,EVERLAST MARINE SERVICES PTE LTD
SC,EM 28,D9174005944,SHANGHAI DIESEL,unknown,Up to B30,Compatible with B30,unknown,190, ,Inboard,Diesel,21,9.6,4,1.9,,1981,EVERLAST MARINE SERVICES PTE LTD
SP,EM 3,OA757667,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,149, ,Inboard,Diesel,12,9.5,3,1.5,,1993,EVERLAST MARINE SERVICES PTE LTD
SC,EM 30,90801011608,STEYR,WD415,unknown,No Data Available,Not Conclusive,114,Motor,Inboard,Diesel,29,13.5,3.8,2,,2014,EVERLAST MARINE SERVICES PTE LTD
SP,EM 31,611184,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,313, ,Inboard,Diesel,15,11.6,3.4,1.3,,1998,EVERLAST MARINE SERVICES PTE LTD
SC,EM 32,347390/003,MAN,CD2542MLE,Up to B30,Compatible with B30,unknown,224,Motor,Inboard,Diesel,42,14.5,4.2,2.4,,2015,EVERLAST MARINE SERVICES PTE LTD
SC,EM 33,P:153899,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,134, ,Inboard,Diesel,24,11.5,4.1,1.8,,2008,EVERLAST MARINE SERVICES PTE LTD
SC,EM 35,206399,MITSUBISHI,8DC9,Up to B30,Compatible with B30,unknown,112,Motor,Inboard,Diesel,25,12,4.1,1.8,,2010,EVERLAST MARINE SERVICES PTE LTD
SC,EM 36,6D16-946864,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,112, ,Inboard,Diesel,19,12,3.5,1.6,,1996,EVERLAST MARINE SERVICES PTE LTD
SC,EM 37,40-217597,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,268, ,Inboard,Diesel,18,12.7,3.2,1.5,,2009,EVERLAST MARINE SERVICES PTE LTD
SC,EM 38,23541826 (Port),CUMMINS,L10,Up to B20,Compatible with B20,unknown,187,Motor,Inboard,Diesel,26,13.2,3.8,1.8,,2016,EVERLAST MARINE SERVICES PTE LTD
SR,EM 7,6D17-847057,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,138, ,Inboard,Diesel,21,11,4.5,1.5,,1992,EVERLAST MARINE SERVICES PTE LTD
SC,EM GEMINI,6209,NISSAN,unknown,unknown,No Data Available,Not Conclusive,228, ,Inboard,Diesel,25,14,3.5,1.8,,1993,NG BOON CHAI
unknown,EM MUTIARA,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,2860,93,28,3.5,,1989,DIKA SHIPPING PTE LTD
SB,EMINENCE,41107392,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,710,40.4,11.8,5.2,667,2009,SINO INT&#39;L SHPG PTE LTD
SB,EMISSARY,DK62022251,DAIHATSU,unknown,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,800, ,Inboard,Diesel,4189,87.5,17.3,9.6,5613,2010,HONG LAM MARINE PTE LTD
SB,EMMA COSULICH,1288,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,1330,Motor,Inboard,Diesel,5972,108.6,19,10,7997,2015,FRATELLI COSULICH BUNKERS
SB,ENCHANT,DE61820084,DAIHATSU,6,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,600, ,Inboard,Diesel,1074,57.5,11.8,5.2,1129,2012,HONG LAM MARINE PTE LTD
SB,ENDEAR,DE618Z0104,DAIHATSU,6,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,600, ,Inboard,Diesel,1074,57.5,11.8,5.2,1118,2012,HONG LAM MARINE PTE LTD
SB,ENERGETIC,STBD:1569 PORT 1570,AKASAKA,unknown,unknown,No Data Available,Not Conclusive,1912,Motor,Inboard,Diesel,4832,94.6,18,9.4,6500,2009,ICONIC MARINE PTE LTD
SC,ENG 14,269926,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,160,Motor,Inboard,Diesel,29,14,3.8,1.9,,2015,ENG MOTOR LAUNCH SERVICE
SP,ENG HUP 3,2862,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,194, ,Inboard,Diesel,29,13.5,3.8,2,,2011,ENG HUP SHIPPING PTE LTD
SP,ENG HUP ARGO,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,unknown,809,Motor,Inboard,Diesel,258,30.4,7,3.3,,2018,ENG HUP SHIPPING PTE LTD
SP,ENG HUP ARVA,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,unknown,809,Motor,Inboard,Diesel,258,30.4,7,3.3,,2018,ENG HUP SHIPPING PTE LTD
SP,ENG HUP CHINA,73033062,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,368, ,Inboard,Diesel,59,16.9,4.5,2.2,,2009,ENG HUP SHIPPING PTE LTD
SR,ENG HUP CONTROLLER,6W1030,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,198, ,Inboard,Diesel,29,13.5,3.8,2,,2011,ENG HUP SHIPPING PTE LTD
SP,ENG HUP ENERGY,2115,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,265, ,Inboard,Diesel,36,14.3,4.6,2.4,,2006,ENG HUP SHIPPING PTE LTD
ST,ENG HUP ESCORT,6749,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,483, ,Inboard,Diesel,152,22,7.4,3.2,,2008,ENG HUP SHIPPING PTE LTD
SP,ENG HUP EXPRESS 31,456,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,298, ,Inboard,Diesel,79,20.3,5.8,2.1,,1989,ENG HUP SHIPPING PTE LTD
SP,ENG HUP EXPRESS 35,455,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,298,Motor,Inboard,Diesel,53,16.8,4.9,2.2,,1987,ENG HUP SHIPPING PTE LTD
ST,ENG HUP GAJAH,33191134,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,895, ,Inboard,Diesel,260,28.1,8.6,4.2,,2012,ENG HUP SHIPPING PTE LTD
SP,ENG HUP GALIA,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,unknown,809,Motor,Inboard,Diesel,258,30.4,7,3.3,,2018,ENG HUP SHIPPING PTE LTD
ST,ENG HUP GALLANT,4403,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,1220,Motor,Inboard,Diesel,299,29,9.2,4,,2014,ENG HUP SHIPPING PTE LTD
unknown,ENG HUP MARIN,9107,YANMAR,6AYM-WET,Up to B100. Without modification,Compatible with B100,unknown,610,Motor,Inboard,Gas Oil,299,29.1,12,3.5,,2021,ENG HUP SHIPPING PTE LTD
SP,ENG HUP MARIS,4579,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,441,Motor,Inboard,Diesel,130,24.1,6.1,2.5,,2017,ENG HUP SHIPPING PTE LTD
SP,ENG HUP MIRA,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,unknown,809,Motor,Inboard,Diesel,258,30.4,7,3.3,,2018,ENG HUP SHIPPING PTE LTD
SP,ENG HUP NAVIS,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,unknown,809,Motor,Inboard,Diesel,258,30.4,7,3.3,,2018,ENG HUP SHIPPING PTE LTD
SP,ENG HUP OFFSHORE,2104,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,265, ,Inboard,Diesel,36,14.3,4.6,2.4,,2006,ENG HUP SHIPPING PTE LTD
ST,ENG HUP PILOT,P:0864,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,483, ,Inboard,Diesel,150,22,7.4,3.2,,2008,ENG HUP SHIPPING PTE LTD
ST,ENG HUP POLARIS,15123,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,1040, ,Inboard,Diesel,297,29.1,9.5,4.2,,2011,ENG HUP SHIPPING PTE LTD
ST,ENG HUP PUSHER,33160856,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,1194, ,Inboard,Diesel,248,27.1,9,4.4,,2005,ENG HUP SHIPPING PTE LTD
ST,ENG HUP RESPOND,33158805,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,1194, ,Inboard,Diesel,248,27.1,9,4.4,,2005,ENG HUP SHIPPING PTE LTD
SP,ENG HUP RIVA,5159,YANMAR,6HYM-WET,Up to B100. Without modification,Compatible with B100,unknown,441,Motor,Inboard,Diesel,130,24.1,6.1,2.5,,2019,ENG HUP SHIPPING PTE LTD
ST,ENG HUP SUPPORT,221,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,610, ,Inboard,Diesel,192,24.3,8,3.7,,2005,ENG HUP SHIPPING PTE LTD
SP,ENG HUP SUPPORTER,2117,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,265, ,Inboard,Diesel,36,14.3,4.6,2.4,,2006,ENG HUP SHIPPING PTE LTD
SP,ENG HUP TALIA,7.01E+13,MAN,D2842 LE410,Up to B30,Compatible with B30,unknown,809,Motor,Inboard,Diesel,258,30.4,7,3.3,,2018,ENG HUP SHIPPING PTE LTD
ST,ENG HUP TENDER,87242343,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,895, ,Inboard,Diesel,274,28.1,9,4.3,,2011,ENG HUP SHIPPING PTE LTD
ST,ENG HUP VALOUR,33184275,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,1193, ,Inboard,Diesel,298,29,9.5,4.2,,2010,ENG HUP SHIPPING PTE LTD
SP,ENG HUP VELA,3977,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,441,Motor,Inboard,Diesel,130,24.1,6.1,2.5,,2017,ENG HUP SHIPPING PTE LTD
ST,ENG HUP VIGIL,FJS1224,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,736,Motor,Inboard,Diesel,284,28.1,8.6,4.2,,2013,ENG HUP SHIPPING PTE LTD
SR,ENG TOU 221,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,145,29.3,9.2,1.9,,1993,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 224,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,843,52.7,15.3,3.7,,1993,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 240,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,1995,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 243,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,564,43.8,15.2,3,,1997,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 246,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,1997,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 250,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,706,52.7,15.3,3.1,,1997,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 252,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,1998,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 254,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,74,18.3,7.9,1.8,,2000,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 255,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1008,52.7,18.3,3.7,,2005,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 257,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2006,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 258,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,260,35.2,12.2,2.5,,2006,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 259,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2006,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 260,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,588,43.9,15.3,3.1,,2006,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 261,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2006,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 262,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,260,35.2,12.2,2.5,,2007,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 263,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,264,35.2,12.2,2.5,,2007,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 264,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1008,52.7,18.3,3.7,,2007,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 265,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,588,43.9,15.3,3.1,,2007,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 267,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,522,43.9,15.3,3.1,,2008,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 268,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,522,43.9,15.3,3.1,,2008,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 269,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,522,43.9,15.3,3.1,,2008,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 270,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,260,35.2,12.2,2.5,,2008,HIAP SHING SHIPPING PTE LTD
SC,ENG TOU 271,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,843,52.7,15.3,3.7,,2008,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 272,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,843,52.7,15.3,3.7,,2008,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 273,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,774,52.7,15.3,3.7,,2009,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 274,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,774,52.6,15.2,3.6,,2009,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 275,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,774,52.7,15.3,3.7,,2009,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 276,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,774,52.7,15.3,3.7,,2009,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 277,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,902,52.6,18.2,3.6,,2009,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 278,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,902,52.7,18.3,3.7,,2009,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 279,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,902,52.6,18.2,3.6,,2010,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 280,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,921,52.5,18.3,3.7,,2014,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 281,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,921,52.5,18.3,3.7,,2014,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 282,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,258,35.2,12.2,2.5,,2015,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 283,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,258,35.2,12.2,2.5,,2015,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 284,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,258,35.2,12.2,2.5,,2016,HIAP SHING SHIPPING PTE LTD
SR,ENG TOU 285,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,258,35.2,12.2,2.5,,2017,HIAP SHING SHIPPING PTE LTD
