Prefix,Vessel Name,Engine serial no,Engine Brand,Engine model,Status,Compatible,Non Conclusive Follow Up,Engine shaft power,Engine Type,Engine Mounting,Engine Fuel Used,GT,Length,Breadth,Depth,Dead Weight,Year Built,Owner Name
unknown,BANYAN 3,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,193,33.5,8.5,2.4,,2006,BANYAN MARINE (S) PTE LTD
ST,BARLIAN 10,P:6117,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,395, ,Inboard,Diesel,126,21.9,7,2.9,,1997,QSA MARINE AND LOGISTICS PTE LTD
ST,BARLIAN 1299,37222249,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,144,22,7.4,3.2,,2006,QSA MARINE AND LOGISTICS PTE LTD
ST,BARLIAN T1201,P:37231466,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,448, ,Inboard,Diesel,153,21.8,7.3,3.3,,2007,QSA MARINE AND LOGISTICS PTE LTD
unknown,BARRA CUBE,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,28,9,9,1.2,,2022,BARRAMUNDI GROUP LTD
SB,BAYAN,108I000479,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,828, ,Inboard,Diesel,2756,81.8,14.8,7.3,3869,2008,GMT BRAVO PTE LTD
unknown,BAYSWATER 128,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,921,52.6,18.3,3.7,,2012,BAYSWATER SHPG &AMP; FORWARDING PTE LTD
unknown,BAYSWATER 2208,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1057,61.5,18.3,3.7,,2007,BAYSWATER SHPG &AMP; FORWARDING PTE LTD
unknown,BAYSWATER 2308,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1620,67.3,21.4,4.3,,2009,BAYSWATER SHPG &AMP; FORWARDING PTE LTD
unknown,BAYSWATER 2318,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1620,67.3,21.4,4.3,,2012,BAYSWATER SHPG &AMP; FORWARDING PTE LTD
SC,BEAVER,73442249,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,246, ,Inboard,Diesel,40,15.2,7,2.4,,2012,HONG LAM MARINE PTE LTD
SB,BEE 1,1189,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,259, ,Inboard,Diesel,84,21.3,5.8,2.2,120,2012,BUNKER B PTE LTD
SB,BEE 3,1114K007214,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,258,Motor,Inboard,Diesel,146,28.8,6.5,2.8,239,2014,BUNKER B PTE LTD
unknown,BEE SIN LIFTER,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,844,52.7,18.3,3.1,,2013,BEE SIN SHIPYARD PTE LTD
SC,BEGONIA,P:41196231,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,144, ,Inboard,Diesel,77,20,6.2,2.2,,2014,DEMING MARINE SERVICES
unknown,BEL WB1,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,921,52.7,18.3,3.7,,2015,BAKER ENGINEERING PTE LTD
unknown,BEL WB2,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,921,52.7,18.3,3.7,,2015,BAKER ENGINEERING PTE LTD
SC,BELLIS,41852517,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,261,Motor,Inboard,Diesel,65,21.6,6.2,2.4,,2018,DEMING MARINE SERVICES
unknown,BENGKALIS JAYA,78810,MITSUBISHI,6D14,Up to B30,Compatible with B30,unknown,120,Motor,Inboard,Diesel,34,18,6,1.6,,2015,BUANA TRADING PTE LTD
ST,BENOI D,FHAJ 9065,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,179, ,Inboard,Diesel,30,13.7,3.6,2.1,,1975,CHG MARINE SERVICES PTE LTD
SB,BEYOND,P:FHGO132,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,1471, ,Inboard,Diesel,5153,105.3,18.6,10,9435,2004,HONG LAM MARINE PTE LTD
SC,BINA MARINE 108,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1833,70.3,21.4,4.9,,2012,MARCO POLO SHIPPING CO P L
SC,BINA MARINE 110,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1833,70,21.3,4.8,,2012,MARCO POLO SHIPPING CO P L
SC,BINA MARINE 28,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1833,70.2,21.3,4.8,,2011,MARCO POLO SHIPPING CO P L
unknown,BINA MARINE 71,2206,YANMAR,6AYM-WAT,Up to B100. Without modification,Compatible with B100,unknown,485,Motor,Inboard,Gas Oil,135,22,7.4,3.2,120,2011,AXCEL MARINE PTE LTD
SC,BINA MARINE 72 A,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1833,70.3,21.4,4.9,,2018,MARCO POLO SHIPPING CO P L
SC,BINA MARINE 78,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1833,70.3,21.4,4.9,,2011,MARCO POLO SHIPPING CO P L
SC,BINA MARINE 80,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1833,70.3,21.4,4.9,,2011,MARCO POLO SHIPPING CO P L
SC,BINA MARINE 82,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1833,70.3,21.4,4.9,,2011,MARCO POLO SHIPPING CO P L
unknown,BINTAN BAY 1502,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,525,43.9,15.2,3.1,,2014,KIM HOCK BEE MARINE PTE LTD
unknown,BLACK PEARL,42600426,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,278,Motor,Inboard,Diesel,27,15.5,5.9,2,,2017,DIVEMACHINE PTE LTD
unknown,BLISS,D280606006,DAIHATSU,unknown,Up to B20. <B20 to B30. Consult OEM,Compatible with B20,unknown,1912, ,Inboard,Diesel,2990,93,15.2,7.6,4711,2008,ASIA PACIFIC OIL PTE LTD
SR,BLUE WHALE 1,60M05067,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,570, ,Inboard,Diesel,61,18.2,8,1.8,,1993,BLUEWHALE TECHNOLOGIES PTE LTD
SC,BOAT BARU 23,1417H095279,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,327, ,Inboard,Diesel,21,14.6,3.4,1.5,,2002,EQUATORIAL MARINE FUEL MANAGEMENT SERVIC
unknown,BOB ALERT,700937019A301,MAN,D2842,Up to B30,Compatible with B30,unknown,735,Motor,Inboard,Diesel,91,20,5.5,3.2,,2000,HYDROV SINGAPORE PTE. LTD.
unknown,BOLIVIAN DOLPHIN,37310,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,445,Motor,Inboard,Diesel,186,22.3,8,3.5,,2016,KIM HOCK BEE MARINE PTE LTD
unknown,BONAVISTA BAY 2522,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1706,73.2,21.3,4.2,,2008,KIM HOCK BEE MARINE PTE LTD
SB,BONITA,41185467,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,261, ,Inboard,Diesel,209,23,9.8,3.7,286,2013,IMPEX NAVIGATION PTE LTD
unknown,BOONTEK,1,ZICHAI,ZC6270ZLC-11,unknown,No Data Available,Not Conclusive,1103,Motor,Inboard,Diesel,3932,84.5,17.5,9,6200,2021,SINGFAR ENGINEERING & SHIPBUILDING P
SC,BOT BARU,0,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,223,Motor,Inboard,Diesel,23,14.6,3.6,1.5,,1996,TAN CHEE KIANG
SC,BOT BARU CSY 4,ILLEGIBLE,ISUZU,unknown,unknown,No Data Available,Not Conclusive,283, ,Inboard,Diesel,22,14.3,3.5,1.5,,1996,ONG SWEE LONG
SR,BOT BARU LKH 5,1214F03237,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,207,Motor,Inboard,Diesel,21,11.8,3.8,1.6,,2015,LOH KIM CHAY MARINE SERVICE
unknown,BOTTEGA DOLPHIN,P:43204756,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,261, ,Inboard,Diesel,111,20.5,6.7,2.9,,2007,KIM HOCK BEE MARINE PTE LTD
SR,BP HYDRO 2,1035439,YAMAHA,FT60GETL,unknown,No Data Available,Not Conclusive,45,Motor,Outboard,Petrol,1,5,2.1,0.3,,2018,RS PORT SERVICES PTE LTD
SR,BP MINI,1038759,YAMAHA,unknown,unknown,No Data Available,Not Conclusive,45,Motor,Outboard,Petrol,5,6.8,2.4,1.1,,2018,KEE MARINE PTE LTD
unknown,BP MINI 2,1039661,YAMAHA,F60GETL,unknown,No Data Available,Not Conclusive,60,Motor,Outboard,Petrol,5,6.4,2.4,1.1,,2021,KEE MARINE PTE LTD
unknown,BPJV PONTOON 1,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,146,17.6,12.2,2.4,,2018,RS PORT SERVICES PTE LTD
SR,BPJV PONTOON 2,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,30,15.3,5.8,1.2,,1993,RS PORT SERVICES PTE LTD
unknown,BRASSAVOLA,XAAB764365,WARTSILA,VAASA,Compatible to BXX when BXX meets Wartsila biofuel specs B100,Conditionally Compatible with BXX,unknown,1665,Motor,Inboard,LNG,12123,108.2,22,17.4,6200,2020,INDAH SINGA MARITIME PTE LTD
unknown,BRONTE,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,2525,76.8,24,5,5750,2011,BOSKALIS INT&#39;L (S) PTE LTD
SB,BRUE,FTC1070,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,883,Motor,Inboard,Diesel,2798,87,15,7.6,4276,2014,GEA-BRAVO PTE LTD
unknown,BS 1201,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,261,35.2,12.2,2.5,,2012,BOK SENG ASIA PTE LTD
unknown,BS 1801,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,923,52.7,18.3,3.7,,2015,MARINTEKNIK SHIPBUILDERS (S) PTE LTD
unknown,BS 2102,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1263,61.5,18.3,4.3,,2016,BOK SENG ASIA PTE LTD
unknown,BS 27,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,4506,96.8,30.5,5.5,,2010,BOK SENG ASIA PTE LTD
unknown,BS 28,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1694,58.5,25,4.5,,2013,BOK SENG ASIA PTE LTD
ST,BS ATLANTIC,37250890,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,447, ,Inboard,Diesel,142,22,7.4,3.2,,2010,BOK SENG ASIA PTE LTD
ST,BS PACIFIC,1966,YAMAHA,unknown,unknown,No Data Available,Not Conclusive,610, ,Inboard,Diesel,198,25.8,8,3.8,,2011,BOK SENG ASIA PTE LTD
SC,BUANA JAYA 10,1650-250,HINO,unknown,unknown,No Data Available,Not Conclusive,250,Motor,Inboard,Diesel,34,17.4,4.4,1.9,,2013,BUANA TRADING PTE LTD
unknown,BUDI JASA 7,5060980588,MTU,unknown,Four types up to B100. The rest up to B20/B30,Conditionally Compatible with B100,unknown,257,Motor,Inboard,Diesel,33,18,5,1.9,,2011,BUDI JASA INTERNATIONAL PTE LTD
SB,CALISTA,41185466,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,261, ,Inboard,Diesel,209,23,9.8,3.7,326,2013,IMPEX NAVIGATION PTE LTD
SB,CALLISTO,P:053407,SHANXI DIA,unknown,unknown,No Data Available,Not Conclusive,1250, ,Inboard,Diesel,4969,94.8,18,10,6956,2004,MILOS SHIPPING (PTE) LTD
unknown,CANYON BAY 1803,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1048,52.7,19.5,4,,2015,KIM HOCK BEE MARINE PTE LTD
ST,CAPITOL T1601,P:SGR29173,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,602, ,Inboard,Diesel,194,24.3,8,3.6,,2004,CAPITOL SHIPPING PTE LTD
SC,CAST BRAVERY,6D22-251025,MITSUBISHI,6D22,Up to B30,Compatible with B30,unknown,120,Motor,Inboard,Diesel,24,13.5,3.8,1.8,,2009,CAST MARINE OFFSHORE PTE LTD
SC,CAST CANBERRA,SC12E460.1P2,SHANGHAI DIESEL,unknown,Up to B30,Compatible with B30,unknown,338,Motor,Inboard,Diesel,13,11.1,3.8,1.1,,1992,CAST MARINE OFFSHORE PTE LTD
SR,CAST CASUARINA,41667385,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,261, ,Inboard,Diesel,25,15.1,4,2.2,,2012,CAST MARINE OFFSHORE PTE LTD
unknown,CAST CHAMPION,1222K012718,WEI CHAI,WD10C326-21,Up to B30,Compatible with B30,unknown,326,Motor,Inboard,Diesel,20,12,3.8,2,,2022,CAST MARINE OFFSHORE PTE LTD
SR,CAST CHANGI,1415S031778,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Diesel,32,15.7,4.6,2,,2015,CAST MARINE OFFSHORE PTE LTD
unknown,CAST CLIFFORD,1421D046035,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,330,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2021,CAST MARINE OFFSHORE PTE LTD
unknown,CAST COLLYER,1421H071135,WEI CHAI,WP12C,Up to B30,Compatible with B30,unknown,350,Motor,Inboard,Diesel,21,13.5,3.8,1.8,,2022,CAST MARINE OFFSHORE PTE LTD
SC,CAST CONEY,6P19D019150,WEI CHAI,WP6C220-23,Up to B30,Compatible with B30,unknown,162,Motor,Inboard,Diesel,29,14,3.8,1.9,,2020,CAST MARINE OFFSHORE PTE LTD
unknown,CAST CRYSTAL,1221E005229,WEI CHAI,WD10C,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Diesel,26,17,3.9,2,,2023,CAST MARINE OFFSHORE PTE LTD
SC,CAST EXPLORER,1216S002765,WEI CHAI,WD10C326-21,Up to B30,Compatible with B30,unknown,120, ,Inboard,Diesel,26,13.5,3.8,1.8,,2008,CAST LAUNCH SERVICES PTE LTD
SR,CAST HORSBURGH,2140612,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Diesel,58,20.3,5,2.2,,2015,CAST MARINE OFFSHORE PTE LTD
SC,CAST INNOVATION,P:276584,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,170, ,Inboard,Diesel,22,14,3,1.8,,2003,CAST LAUNCH SERVICES PTE LTD
SC,CAST JEWEL,1418A004383,WEI CHAI,WP12,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2018,CAST LAUNCH SERVICES PTE LTD
SC,CAST JURONG,1416K066512,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,330,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2016,CAST LAUNCH SERVICES PTE LTD
SR,CAST LEADER,216J064505,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,400, ,Inboard,Diesel,39,16,4.6,2.6,,2008,CAST MARINE OFFSHORE PTE LTD
SC,CAST LION,P:224144,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2003,CAST LAUNCH SERVICES PTE LTD
SC,CAST MASTER,1417F070665,WEI CHAI,WP12C450-21,Up to B30,Compatible with B30,unknown,0,Motor,Inboard,Diesel,34,14.7,4.6,2,,2006,CAST MARINE OFFSHORE PTE LTD
SC,CAST NANYANG,1416G042245,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Diesel,20,13.5,3.8,1.8,,2017,CAST LAUNCH SERVICES PTE LTD
SR,CAST PIONEER,1417C028925,WEI CHAI,WP 12,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Diesel,37,16.5,4.6,2.1,,2018,CAST MARINE OFFSHORE PTE LTD
SC,CAST PROGRESS,8DC81A,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,201,Motor,Inboard,Diesel,21,14.2,3.4,1.5,,1993,OKS LAUNCH SERVICE
SC,CAST RAFFLES,1215D011436,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2015,CAST LAUNCH SERVICES PTE LTD
SC,CAST SELETAR,1422K047509,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2012,CAST LAUNCH SERVICES PTE LTD
SC,CAST SEMAKAU,1215H016802,WEI CHAI,WD10C326-21,Up to B30,Compatible with B30,unknown,240, ,Inboard,Diesel,26,13.5,3.8,1.8,,2011,CAST LAUNCH SERVICES PTE LTD
SC,CAST SENTOSA,208378,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2010,CAST LAUNCH SERVICES PTE LTD
SC,CAST SUPPORTER,P:655004,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,150, ,Inboard,Diesel,26,13.5,3.8,1.8,,2007,CAST LAUNCH SERVICES PTE LTD
SC,CAST SYMPHONY,P:20582,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2005,CAST LAUNCH SERVICES PTE LTD
SC,CAST TEKONG,182772,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,180, ,Inboard,Diesel,29,14,4,1.8,,2010,CAST LAUNCH SERVICES PTE LTD
SC,CAST THOMSON,1416K066513,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,180,Motor,Inboard,Diesel,26,13.5,3.8,1.8,,2017,CAST LAUNCH SERVICES PTE LTD
SC,CAST UBIN,P:239635,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,180, ,Inboard,Diesel,26,13.5,3.8,1.8,,2010,CAST LAUNCH SERVICES PTE LTD
SC,CAST UNIVERSAL,1215H016803,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,240, ,Inboard,Diesel,26,13.5,3.8,1.8,,2012,CAST LAUNCH SERVICES PTE LTD
SC,CAST VIRGO,P:20718,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,149, ,Inboard,Diesel,35,16.7,3.7,2,,2001,CAST LAUNCH SERVICES PTE LTD
ST,CATERMAS 11,D6B-TK,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,270, ,Inboard,Diesel,49,17.2,5,2,,1980,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 17,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,825,52.7,17.1,3.7,,2003,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 18,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,897,52.7,17.1,3.7,,2010,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 19,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,526,43.9,15.3,3.1,,2010,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 22,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,256,35.2,12,2.5,,2011,CATERMAS ENGINEERING PTE LTD
SR,CATERMAS 25,219743,HINO,EH700,unknown,No Data Available,Not Conclusive,53, ,Inboard,Diesel,32,14,5.4,1.5,,1975,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 26,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,588,43.9,15.3,3.1,,2011,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 28,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1166,61.5,19.6,3.7,,2011,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 3,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,706,52.7,15.3,3.1,,1993,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 30,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,889,52.7,17.1,3.7,,2012,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 31,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,878,52.7,17.1,3.7,,2018,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 32,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,303,35.2,12.2,2.5,,2011,SUNSEAP LEASING PTE LTD
SR,CATERMAS 33,70054,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,134, ,Inboard,Diesel,11,9.5,3.2,1.2,,1997,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 36,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1059,61.6,18.3,3.7,,2012,CATERMAS ENGINEERING PTE LTD
SR,CATERMAS 37,P:0935,YANVAK,unknown,unknown,No Data Available,Not Conclusive,336, ,Inboard,Diesel,149,22.5,9,2.6,,1994,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 38,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,1164,64,19.5,3.9,,2011,CATERMAS ENGINEERING PTE LTD
SR,CATERMAS 39,865,YANMAR,unknown,Up to B100. Without modification,Compatible with B100,unknown,330, ,Inboard,Diesel,152,23,9,2.6,,1993,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 50,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,629,52.7,15.3,3.1,,2013,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 51,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,476,43.2,13,3,,1976,CATERMAS ENGINEERING PTE LTD
unknown,CATERMAS 52,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,181,29.3,9.1,2.4,,1998,CATERMAS ENGINEERING PTE LTD
unknown,CB100 02,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,528,43.9,15.3,3.1,,2016,CAPITOL NAVIGATION PTE LTD
unknown,CB100 03,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,444,41.8,15.3,3,,2016,CAPITOL OCEANS PTE LTD
unknown,CB200 03,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,914,52.7,18.3,3.7,,2016,CAPITOL OCEANS PTE LTD
unknown,CB200 05,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,914,52.7,18.3,3.7,,2016,CAPITOL OCEANS PTE LTD
unknown,CB50 01,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,316,36.6,12.2,2.5,,2016,CAPITOL NAVIGATION PTE LTD
unknown,CB50 02,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,316,36.6,12.2,2.5,,2016,CAPITOL NAVIGATION PTE LTD
unknown,CB80 01,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,528,44,15.3,3.1,,2016,CAPITOL OCEANS PTE LTD
unknown,CB80 03,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,528,45.8,15.3,3,,2016,CAPITOL OCEANS PTE LTD
unknown,CCB 115,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,743,45.7,18.2,3.6,,2007,DIKA SHIPPING PTE LTD
unknown,CCB 215,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,743,43.9,18.3,3.6,,2008,DIKA SHIPPING PTE LTD
SR,CHARLIE 10,4TB04414,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,299, ,Inboard,Diesel,37,14.6,4.7,1.9,,1995,COMMERCIAL DIVING SVCS (S) P L
SR,CHARLIE 22,1080267,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,223, ,Inboard,Diesel,36,17,4.1,1.8,,2010,COMMERCIAL DIVING SVCS (S) P L
SR,CHARLIE FIVE,505210,ISUZU,unknown,unknown,No Data Available,Not Conclusive,112, ,Inboard,Diesel,35,14,4.4,2,,1992,INTERNTL MARINE IND DIVING P L
unknown,CHG 1027,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,135,29.2,9.1,1.8,,1992,CHG MARINE SERVICES PTE LTD
unknown,CHG 1403,unknown,unknown,unknown,unknown,No Data Available,Not Conclusive,,,,,513,42,14.4,3,,1977,CHG MARINE SERVICES PTE LTD
unknown,CHLOE,609136,JIANGSU ANTAI,unknown,unknown,No Data Available,Not Conclusive,1765,Motor,Inboard,Diesel,4096,105.8,15.7,8.8,6360,2005,EASTPEC TRADING PTE LTD
SC,CHONG HAN 01,P:409026,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,190, ,Inboard,Diesel,37,16,4,2,,2010,CHONG HAN MARINE SERVICES
SC,CHONG HAN 02,4BT05647,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,195,Motor,Inboard,Diesel,37,17,5.2,2.3,,2010,CHONG HAN MARINE SERVICES
SC,CHONG HAN 03,4451531,CUMMINS,unknown,Up to B20,Compatible with B20,unknown,321, ,Inboard,Diesel,28,13.6,3.8,1.9,,2004,CHONG HAN MARINE SERVICES
SC,CHONG HAN 05,DC-10-296345,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,195,Motor,Inboard,Diesel,32,17.5,4.6,2.2,,2014,CHONG HAN MARINE SERVICES
SC,CHONG HAN 06,4621,CATERPILLAR,unknown,Up to B100. Dealer consultation required,Compatible with B100,unknown,186,Motor,Inboard,Diesel,19,13.5,4.1,1.2,,2015,CHONG HAN MARINE SERVICES
SB,CHWNTEK 5,G6300ZC6B,NINGBO,unknown,unknown,No Data Available,Not Conclusive,1103, ,Inboard,Diesel,3949,84.5,17.5,9,6762,2009,SINGFAR ENERGY PTE LTD
SC,CKL IX,12163002688,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,190, ,Inboard,Diesel,28,14.5,3.8,1.8,,2011,CKL MOTOR BOAT PTE LTD
SC,CKL VI,399762,MITSUBISHI,unknown,Up to B30,Compatible with B30,unknown,224, ,Inboard,Diesel,25,13.5,3.8,1.7,,2006,PONG CHENG LOH
SC,CKL VII,1220L009675,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,240, ,Inboard,Diesel,24,13.5,3.8,1.6,,2008,CKL MOTOR BOAT PTE LTD
SC,CKL VIII,1222D005770,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,240, ,Inboard,Diesel,25,14.5,3.8,1.6,,2008,CKL MOTOR BOAT PTE LTD
SC,CKL X,1220L009674,WEI CHAI,WD10C326-21,Up to B30,Compatible with B30,unknown,178, ,Inboard,Diesel,28,14.5,3.8,1.8,,2011,CKL MOTOR BOAT PTE LTD
SC,CKL XI,1213J064507,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,240,Motor,Inboard,Diesel,28,14.5,3.8,1.8,,2014,CKL MOTOR BOAT PTE LTD
SC,CKL XII,1215D11437,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,320,Motor,Inboard,Diesel,28,14.5,3.8,1.8,,2015,CKL LAUNCH SERVICE PTE LTD
SC,CKL XIII,1216C000483,WEI CHAI,WD10C,Up to B30,Compatible with B30,unknown,240,Motor,Inboard,Diesel,30,14.5,3.8,1.9,,2016,CKL MOTOR BOAT PTE LTD
SC,CKL XIV,1222D005772,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,240,Motor,Inboard,Diesel,30,14.5,3.8,1.9,,2018,CKL MOTOR BOAT PTE LTD
unknown,CKL XIX,1223S011354,WEI CHAI,unknown,Up to B30,Compatible with B30,unknown,240,Motor,Inboard,Diesel,23,14,3.8,1.9,,2023,CKL MOTOR BOAT PTE LTD
